s1 1   2   0.567   hthree=0.53,hone=0.61,hnine=0.534
s1 2   3   0.345   hthree=2.495,hone=0.358,hnine=0.288
s1 3   4   0.275   hthree=0.32,hone=0.345,hnine=0.28
s1 4   5   0.311   hthree=0.257,hone=0.326,hnine=0.269
s1 5   6   0.213   hthree=0.169,hone=0.397,hnine=0.21
s1 6   7   0.238   hthree=0.225,hone=0.231,hnine=0.163
s1 7   8   0.225   hthree=0.228,hone=0.755,hnine=0.167
s1 8   9   0.211   hthree=0.237,hone=0.247,hnine=0.181
s1 9   10  0.234   hthree=0.224,hone=0.271,hnine=0.185
s1 10  11  0.246   hthree=0.254,hone=0.268,hnine=0.21
s1 11  12  0.308   hthree=0.259,hone=0.309,hnine=0.255
s1 12  13  0.21    hthree=0.252,hone=0.318,hnine=0.203
s1 13  14  1.246   hthree=0.197,hone=1.429,hnine=0.23
s1 14  15  0.489   hthree=1.199,hone=0.527,hnine=0.252
s1 15  16  0.329   hthree=0.298,hone=0.616,hnine=0.329
s1 16  17  0.474   hthree=0.39,hone=0.519,hnine=0.584
s1 17  18  0.325   hthree=0.245,hone=0.365,hnine=0.302
s1 18  19  0.139   hthree=0.128,hone=0.14,hnine=0.117
s1 19  20  0.116   hthree=0.112,hone=0.124,hnine=0.098
s1 20  21  0.117   hthree=0.115,hone=0.149,hnine=0.137
s1 21  22  0.1     hthree=0.1,hone=0.115,hnine=0.085
s1 22  23  0.107   hthree=0.101,hone=0.123,hnine=0.093
s1 23  24  0.119   hthree=0.114,hone=0.142,hnine=0.1
s1 24  25  0.111   hthree=0.107,hone=0.296,hnine=0.1
s1 25  26  3.17    hthree=1.256,hone=0.134,hnine=0.093
s1 26  27  0.114   hthree=0.114,hone=0.142,hnine=0.101
s1 27  28  0.115   hthree=0.117,hone=0.159,hnine=0.125
s1 28  29  0.117   hthree=0.12,hone=0.137,hnine=0.105
s1 29  30  0.117   hthree=0.107,hone=0.126,hnine=0.1
s1 30  31  0.116   hthree=0.105,hone=0.139,hnine=0.11
s1 31  32  0.114   hthree=0.129,hone=0.37,hnine=0.115
s1 32  33  0.328   hthree=0.18,hone=0.516,hnine=0.428
s1 33  34  0.366   hthree=1.986,hone=0.369,hnine=0.347
s1 34  35  0.132   hthree=0.122,hone=0.148,hnine=0.115
s1 35  36  0.117   hthree=0.117,hone=0.137,hnine=0.102
s1 36  37  0.118   hthree=0.129,hone=0.168,hnine=0.099
s1 37  38  0.113   hthree=0.108,hone=0.139,hnine=0.1
s1 38  39  0.107   hthree=0.095,hone=0.272,hnine=0.087
s1 39  40  0.109   hthree=0.11,hone=0.127,hnine=0.092
s1 40  41  3.828   hthree=0.103,hone=0.139,hnine=0.091
s1 41  42  0.106   hthree=0.1,hone=0.131,hnine=0.087
s1 42  43  0.112   hthree=0.1,hone=0.138,hnine=0.091
s1 43  44  0.112   hthree=0.107,hone=0.137,hnine=0.098
s1 44  45  0.11    hthree=0.117,hone=0.133,hnine=0.09
s1 45  46  0.109   hthree=0.102,hone=0.149,hnine=0.092
s1 46  47  0.113   hthree=0.107,hone=0.138,hnine=0.091
s1 47  48  0.134   hthree=0.126,hone=0.16,hnine=0.109
s1 48  49  0.197   hthree=0.266,hone=0.377,hnine=0.298
s1 49  50  0.278   hthree=0.232,hone=0.275,hnine=0.25
s1 50  51  3.773   hthree=0.11,hone=0.159,hnine=0.105
s1 51  52  0.115   hthree=0.107,hone=0.433,hnine=0.097
s1 52  53  0.108   hthree=0.101,hone=0.137,hnine=0.094
s1 53  54  0.103   hthree=0.097,hone=0.129,hnine=0.095
s1 54  55  0.102   hthree=0.099,hone=0.122,hnine=0.086
s1 55  56  0.213   hthree=0.107,hone=0.221,hnine=0.109
s1 56  57  0.106   hthree=0.1,hone=0.121,hnine=0.089
s1 57  58  0.1     hthree=0.095,hone=0.143,hnine=0.084
s1 58  59  0.105   hthree=0.096,hone=0.121,hnine=0.091
s1 59  60  0.106   hthree=0.286,hone=0.127,hnine=0.092
s1 60  61  0.107   hthree=0.106,hone=0.229,hnine=0.093
s1 61  62  0.103   hthree=0.1,hone=0.118,hnine=0.089
s1 62  63  0.115   hthree=0.102,hone=0.141,hnine=0.088
s1 63  64  0.12    hthree=0.114,hone=0.139,hnine=0.099
s1 64  65  0.317   hthree=0.321,hone=0.384,hnine=0.299
s1 65  66  0.325   hthree=0.338,hone=0.312,hnine=0.297
s1 66  67  3.756   hthree=0.113,hone=0.144,hnine=0.096
s1 67  68  0.123   hthree=0.106,hone=0.442,hnine=0.099
s1 68  69  0.116   hthree=0.104,hone=0.132,hnine=0.094
s1 69  70  0.108   hthree=0.099,hone=0.128,hnine=0.089
s1 70  71  0.107   hthree=0.096,hone=0.123,hnine=0.089
s1 71  72  2.455   hthree=3.638,hone=2.705,hnine=0.748
s1 72  73  0.112   hthree=0.1,hone=1.254,hnine=0.089
s1 73  74  0.178   hthree=0.098,hone=0.145,hnine=0.088
s1 74  75  0.101   hthree=0.099,hone=0.114,hnine=0.092
s1 75  76  0.105   hthree=0.105,hone=0.206,hnine=0.088
s1 76  77  0.107   hthree=0.113,hone=0.136,hnine=0.088
s1 77  78  0.103   hthree=0.104,hone=0.127,hnine=0.087
s1 78  79  0.104   hthree=0.1,hone=0.187,hnine=0.085
s1 79  80  0.128   hthree=0.126,hone=0.153,hnine=0.107
s1 80  81  0.318   hthree=0.299,hone=0.466,hnine=0.337
