s1 1   2   0.577   hthree=1.347,hone=0.432,hnine=0.542
s1 2   3   0.304   hthree=0.305,hone=0.308,hnine=0.366
s1 3   4   0.299   hthree=0.924,hone=2.26,hnine=0.299
s1 4   5   0.252   hthree=2.311,hone=0.264,hnine=0.227
s1 5   6   0.221   hthree=1.941,hone=0.203,hnine=0.183
s1 6   7   0.187   hthree=0.239,hone=0.334,hnine=0.228
s1 7   8   0.189   hthree=0.214,hone=0.226,hnine=0.231
s1 8   9   0.636   hthree=3.836,hone=0.305,hnine=0.281
s1 9   10  1.878   hthree=3.125,hone=1.526,hnine=0.557
s1 10  11  0.177   hthree=1.265,hone=0.235,hnine=0.23
s1 11  12  0.21    hthree=1.556,hone=0.227,hnine=0.192
s1 12  13  0.204   hthree=0.18,hone=0.18,hnine=0.192
s1 13  14  0.21    hthree=0.187,hone=0.2,hnine=0.22
s1 14  15  0.216   hthree=0.267,hone=0.232,hnine=0.388
s1 15  16  0.658   hthree=3.766,hone=0.482,hnine=0.65
s1 16  17  0.462   hthree=1.391,hone=0.482,hnine=0.424
s1 17  18  0.346   hthree=0.287,hone=0.241,hnine=0.402
s1 18  19  0.133   hthree=0.128,hone=0.155,hnine=0.154
s1 19  20  0.126   hthree=0.116,hone=0.144,hnine=0.125
s1 20  21  0.13    hthree=0.122,hone=0.153,hnine=0.117
s1 21  22  0.11    hthree=0.199,hone=0.121,hnine=0.102
s1 22  23  0.105   hthree=0.106,hone=0.119,hnine=0.097
s1 23  24  0.122   hthree=0.113,hone=0.151,hnine=0.11
s1 24  25  0.214   hthree=2.662,hone=1.476,hnine=0.245
s1 25  26  0.105   hthree=0.101,hone=0.258,hnine=0.104
s1 26  27  0.109   hthree=0.116,hone=0.131,hnine=0.11
s1 27  28  0.158   hthree=0.119,hone=0.342,hnine=0.109
s1 28  29  0.12    hthree=0.111,hone=0.138,hnine=0.104
s1 29  30  3.232   hthree=3.754,hone=2.131,hnine=1.034
s1 30  31  0.175   hthree=0.479,hone=0.139,hnine=0.175
s1 31  32  0.358   hthree=0.125,hone=2.802,hnine=0.358
s1 32  33  0.304   hthree=0.273,hone=0.389,hnine=0.274
