s1 1   2   0.449   hthree=0.485,hone=0.535,hnine=0.492
s1 2   3   0.293   hthree=0.301,hone=0.336,hnine=0.283
s1 3   4   3.295   hthree=0.251,hone=0.254,hnine=0.22
s1 4   5   1.587   hthree=0.274,hone=0.226,hnine=0.22
s1 5   6   0.222   hthree=0.218,hone=0.215,hnine=0.187
s1 6   7   0.19    hthree=0.232,hone=0.223,hnine=0.171
s1 7   8   0.209   hthree=0.237,hone=0.221,hnine=0.247
s1 8   9   0.235   hthree=0.204,hone=0.212,hnine=0.202
s1 9   10  1.596   hthree=2.334,hone=0.213,hnine=0.219
s1 10  11  0.382   hthree=0.303,hone=0.208,hnine=0.222
s1 11  12  1.455   hthree=1.561,hone=0.444,hnine=0.244
s1 12  13  0.204   hthree=0.219,hone=0.262,hnine=0.228
s1 13  14  0.22    hthree=3.265,hone=0.265,hnine=0.238
s1 14  15  0.269   hthree=0.279,hone=0.26,hnine=0.27
s1 15  16  0.347   hthree=0.332,hone=0.331,hnine=0.278
s1 16  17  0.464   hthree=0.525,hone=0.509,hnine=0.562
s1 17  18  0.299   hthree=0.264,hone=0.306,hnine=0.268
s1 18  19  0.137   hthree=0.119,hone=0.177,hnine=0.115
s1 19  20  0.125   hthree=0.12,hone=0.135,hnine=0.105
s1 20  21  0.122   hthree=1.012,hone=0.136,hnine=0.139
s1 21  22  3.416   hthree=3.62,hone=0.117,hnine=0.09
s1 22  23  0.113   hthree=0.125,hone=0.121,hnine=0.097
s1 23  24  0.117   hthree=0.131,hone=0.125,hnine=0.111
s1 24  25  0.112   hthree=0.109,hone=0.125,hnine=0.101
s1 25  26  0.117   hthree=0.444,hone=0.121,hnine=0.091
s1 26  27  0.113   hthree=0.139,hone=1.234,hnine=0.098
s1 27  28  0.118   hthree=2.156,hone=0.138,hnine=0.115
s1 28  29  0.114   hthree=0.161,hone=0.171,hnine=0.112
s1 29  30  0.11    hthree=0.136,hone=0.123,hnine=0.094
s1 30  31  0.24    hthree=0.537,hone=0.13,hnine=0.113
s1 31  32  0.136   hthree=0.276,hone=0.144,hnine=0.124
s1 32  33  0.247   hthree=2.519,hone=0.374,hnine=0.411
s1 33  34  0.29    hthree=0.307,hone=0.378,hnine=0.281
s1 34  35  0.137   hthree=0.127,hone=0.149,hnine=0.115
s1 35  36  0.127   hthree=0.122,hone=0.138,hnine=0.104
s1 36  37  0.735   hthree=0.12,hone=0.139,hnine=0.104
s1 37  38  0.142   hthree=0.15,hone=0.36,hnine=0.104
s1 38  39  0.105   hthree=0.103,hone=0.127,hnine=0.092
s1 39  40  0.123   hthree=0.275,hone=0.137,hnine=0.098
s1 40  41  0.114   hthree=0.106,hone=0.134,hnine=0.097
s1 41  42  0.112   hthree=3.543,hone=0.135,hnine=0.091
s1 42  43  0.113   hthree=0.114,hone=0.132,hnine=0.096
s1 43  44  0.12    hthree=0.116,hone=0.126,hnine=0.097
s1 44  45  0.117   hthree=0.113,hone=0.131,hnine=0.099
s1 45  46  3.511   hthree=0.274,hone=0.134,hnine=0.097
s1 46  47  0.509   hthree=0.211,hone=0.141,hnine=0.096
s1 47  48  0.138   hthree=0.144,hone=0.148,hnine=0.114
s1 48  49  0.674   hthree=0.272,hone=0.283,hnine=0.352
s1 49  50  0.253   hthree=0.246,hone=0.315,hnine=0.275
s1 50  51  0.884   hthree=2.576,hone=0.147,hnine=0.115
s1 51  52  0.258   hthree=0.651,hone=0.135,hnine=0.098
s1 52  53  0.114   hthree=0.107,hone=0.125,hnine=0.098
s1 53  54  0.118   hthree=0.11,hone=0.133,hnine=0.108
s1 54  55  1.262   hthree=0.102,hone=0.529,hnine=0.092
s1 55  56  0.121   hthree=0.104,hone=0.121,hnine=0.091
s1 56  57  1.327   hthree=1.84,hone=1.265,hnine=0.372
